Company,Symbol,Scrip-code,Sector,Industry,Group,Face Value,ISIN No,Issuer Name
Star Housing Finance Ltd,STARHFL,539017,Equity,Active,X ,5,INE526R01028,STAR HOUSING FINANCE LIMITED
Beekay Steel Industries Ltd,BEEKAY,539018,Equity,Active,X ,10,INE213D01015,Beekay Steel Industries Ltd.
SSPN Finance Ltd,SSPNFIN,539026,Equity,Active,M ,10,INE820R01017,SSPN Finance Limited
SBI Mutual Fund - SBI - ETF BSE 100,SETFBSE100,539031,Equity,Active,A ,10,INF200KA1572,SBI Mutual Fund
Fraser and Company Ltd,FRASER,539032,Equity,Active,XT,10,INE184Q01010,Fraser And Company Limited
Tirupati Innovar Ltd,TIRUPATIIN,539040,Equity,Active,X ,10,INE812Q01016,TIRUPATI INNOVAR LIMITED
Ganesha Ecoverse Ltd,GANVERSE,539041,Equity,Active,M ,10,INE369Q01017,GANESHA ECOVERSE LIMITED
AGI Infra Ltd,AGIIL,539042,Equity,Active,B ,1,INE976R01033,AGI Infra Limited
Manaksia Steels Ltd,MANAKSTEEL,539044,Equity,Active,B ,1,INE824Q01011,Manaksia Steels Limited
Manaksia Aluminium Company Ltd,MANAKALUCO,539045,Equity,Active,T ,1,INE859Q01017,Manaksia Aluminium Company Ltd
Manaksia Coated Metals & Industries Ltd,MANAKCOAT,539046,Equity,Active,B ,1,INE830Q01018,Manaksia Coated Metals & Industries Ltd
Imagicaaworld Entertainment Ltd,IMAGICAA,539056,Equity,Active,B ,10,INE172N01012,IMAGICAAWORLD ENTERTAINMENT LIMITED
Inox Wind Ltd,INOXWIND,539083,Equity,Active,A ,10,INE066P01011,Inox Wind Limited
Rajputana Investment and Finance Ltd,RAJPUTANA,539090,Equity,Active,X ,10,INE751R01014,Rajputana Investment and Finance Ltd.
Consecutive Commodities Ltd,CCDL,539091,Equity,Active,X ,1,INE187R01029,Consecutive Commodities Limited
Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,539096,Equity,Active,XT,10,INE197R01010,Aananda Lakshmi Spinning Mills Limited
UR Sugar Industries Ltd,URSUGAR,539097,Equity,Active,B ,2,INE904R01027,UR SUGAR INDUSTRIES LIMITED
Filtra Consultants and Engineers Ltd,FILTRA,539098,Equity,Active,M ,10,INE541R01019,Filtra Consultants and Engineers Limited
Athena Constructions Ltd,ATHCON,539099,Equity,Active,M ,10,INE291R01011,Athena Constructions Limited
Northlink Fiscal and Capital Services Ltd,NORTHLINK,539110,Equity,Active,Z ,10,INE736P01019,Northlink Fiscal And Capital Services Ltd.
Sheshadri Industries Ltd,SHESHAINDS,539111,Equity,Active,X ,10,INE193R01019,SHESHADRI INDUSTRIES LIMITED
SAB Industries Ltd,SAB,539112,Equity,Active,X ,10,INE137M01017,SAB INDUSTRIES LIMITED
Paul Merchants Ltd,PML,539113,Equity,Active,X ,10,INE291E01019,Paul Merchants Ltd.
Alan Scott Enterprises Ltd,ALANSCOTT,539115,Equity,Active,X ,10,INE273F01022,ALAN SCOTT ENTERPRISES LIMITED
O. P. Chains Ltd,OPCHAINS,539116,Equity,Active,MT,10,INE118Q01018,O. P. Chains Limited
Sujala Trading & Holdings Ltd,SUJALA,539117,Equity,Active,X ,10,INE029H01016,Sujala Trading & Holdings Ltd.
VRL Logistics Ltd,VRLLOG,539118,Equity,Active,B ,10,INE366I01010,VRL Logistics Limited
Jain Marmo Industries Ltd,JAINMARMO,539119,Equity,Active,X ,10,INE780Q01015,Jain Marmo Industries Ltd.
Grameva Ltd,GRAMEVA,539120,Equity,Active,X ,10,INE578R01011,GRAMEVA LIMITED
Palco Metals Ltd,PALCO,539121,Equity,Active,X ,10,INE239L01013,Palco Metals Limited
Bodhtree Consulting Ltd,BODHTREE,539122,Equity,Active,XT,10,INE104F01029,Bodhtree Consulting Limited
V B Industries Ltd,VBIND,539123,Equity,Active,X ,10,INE334E01017,V B INDUSTRIES LIMITED
Sarvottam Finvest Ltd,SARVOTTAM,539124,Equity,Active,X ,10,INE822Q01015,Sarvottam Finvest Limited
MEP Infrastructure Developers Ltd,MEP,539126,Equity,Active,Z ,10,INE776I01010,MEP Infrastructure Developers Limited
Wardwizard Foods and Beverages Ltd,WARDWIZFBL,539132,Equity,Active,X ,1,INE761D01021,Wardwizard Foods and Beverages Limited
UFO Moviez India Ltd,UFO,539141,Equity,Active,B ,10,INE527H01019,UFO Moviez India Limited
Panth Infinity Ltd,PANTH,539143,Equity,Active,X ,10,INE945O01019,PANTH INFINITY LIMITED
Shivalik Rasayan Ltd,SHIVALIK,539148,Equity,Active,B ,5,INE788J01021,Shivalik Rasayan Ltd.
Integrated Capital Services Ltd,ICSL,539149,Equity,Active,XT,1,INE682B01023,Integrated Capital Services Ltd
PNC Infratech Ltd,PNCINFRA,539150,Equity,Active,A ,2,INE195J01029,PNC Infratech Limited
Arfin India Ltd,ARFIN,539151,Equity,Active,B ,1,INE784R01023,Arfin India Limited
Virat Leasing Ltd,VLL,539167,Equity,Active,XT,5,INE347L01022,Virat Leasing Limited
Helpage Finlease Ltd,HELPAGE,539174,Equity,Active,X ,10,INE738P01015,Helpage Finlease Ltd.
Bluegod Entertainment Ltd,BLUEGOD,539175,Equity,Active,X ,1,INE924N01024,BLUEGOD ENTERTAINMENT LIMITED
Hawa Engineers Ltd,HAWAENG,539176,Equity,Active,X ,10,INE230I01018,Hawa Engineers ltd.
Authum Investment & Infrastructure Ltd,AIIL,539177,Equity,Active,A ,1,INE206F01022,Authum Investment & Infrastructure Limited
Adhbhut Infrastructure Ltd,ADHBHUTIN,539189,Equity,Active,X ,10,INE578L01014,Adhbhut Infrastructure Ltd.
Decillion Finance Ltd,DFL,539190,Equity,Active,X ,10,INE848N01017,Decillion Finance Ltd.
POCL Enterprises Ltd,POEL,539195,Equity,Active,X ,2,INE035S01028,POCL ENTERPRISES LTD
Amba Enterprises Ltd,AEL,539196,Equity,Active,X ,5,INE829P01020,Amba Enterprises Ltd.
Capfin India Ltd,CAPFIN,539198,Equity,Active,XT,10,INE960C01013,Capfin India Limited
SG Finserve Ltd,SGFIN,539199,Equity,Active,B ,10,INE618R01015,SG FINSERVE LIMITED
Noble Polymers Ltd,NOBPOL,539200,Equity,Active,XT,5,INE203Q01026,NOBLE POLYMERS LIMITED
Satia Industries Ltd,SATIA,539201,Equity,Active,B ,1,INE170E01023,SATIA INDUSTRIES LIMITED
Genomic Valley Biotech Ltd,GVBL,539206,Equity,Active,X ,10,INE574D01010,GENOMIC VALLEY BIOTECH LIMITED
Garment Mantra Lifestyle Ltd,GARMNTMNTR,539216,Equity,Active,X ,1,INE653S01028,GARMENT MANTRA LIFESTYLE LIMITED
Srestha Finvest Ltd,SRESTHA,539217,Equity,Active,X ,1,INE606K01049,Srestha Finvest Limited
Saumya Consultants Ltd,SAUMYA,539218,Equity,Active,X ,10,INE563C01015,Saumya Consultants Ltd.
Mauria Udyog Ltd,MUL,539219,Equity,Active,X ,1,INE150D01027,MAURIA UDYOG LIMITED
Mishka Exim Ltd,MISHKA,539220,Equity,Active,X ,10,INE540S01019,Mishka Exim Limited
Sportking India Ltd,SPORTKING,539221,Equity,Active,B ,1,INE885H01029,Sportking India Ltd.
Growington Ventures India Ltd,GROWINGTON,539222,Equity,Active,T ,1,INE451S01027,GROWINGTON VENTURES INDIA LIMITED
HCKK Ventures Ltd,HCKKVENTURE,539224,Equity,Active,XT,10,INE345Q01017,HCKK Ventures Limited
Rudra Global Infra Products Ltd,RUDRA,539226,Equity,Active,B ,5,INE027T01023,RUDRA GLOBAL INFRA PRODUCTS LIMITED
Loyal Equipments Ltd,LOYAL,539227,Equity,Active,X ,10,INE876S01017,Loyal Equipments Limited
Gala Global Products Ltd,GGPL,539228,Equity,Active,Z ,5,INE480S01026,Gala Global Products Limited
Chemiesynth (Vapi) Ltd,CHEMIESYNT,539230,Equity,Active,X ,10,INE829R01018,Chemiesynth (Vapi) Limited
Jyotirgamya Enterprises Ltd,JEL,539246,Equity,Active,XT,10,INE805R01018,Jyotirgamya Enterprises Limited
Balkrishna Paper Mills Ltd,BALKRISHNA,539251,Equity,Active,B ,10,INE875R01011,Balkrishna Paper Mills Ltd
Shyam Century Ferrous Ltd,SHYAMCENT,539252,Equity,Active,B ,1,INE979R01011,Shyam Century Ferrous Limited
Surya India Ltd,SURYAINDIA,539253,Equity,Active,X ,10,INE446E01019,Surya India Limited
Adani Energy Solutions Ltd,ADANIENSOL,539254,Equity,Active,A ,10,INE931S01010,Adani Energy Solutions Limited
Star Delta Transformers Ltd,STARDELTA,539255,Equity,Active,X ,10,INE541K01014,STAR DELTA TRANSFORMERS LIMITED
Amrapali Fincap Ltd,AMRAFIN,539265,Equity,Active,MT,10,INE990S01016,Amrapali Fincap Limited
Samsrita Labs Ltd,SAMSRITA,539267,Equity,Active,X ,10,INE579N01018,SAMSRITA LABS LIMITED
Syngene International Ltd,SYNGENE,539268,Equity,Active,A ,10,INE398R01022,Syngene International Limited
Pecos Hotels and Pubs Ltd,PECOS,539273,Equity,Active,M ,10,INE484S01010,PECOS Hotels And Pubs Limited
Mangalam Seeds Ltd,MSL,539275,Equity,Active,X ,10,INE829S01016,Mangalam Seeds Limited
Kaya Ltd,KAYA,539276,Equity,Active,B ,10,INE587G01015,Kaya Limited
Alstone Textiles (India) Ltd,ALSTONE,539277,Equity,Active,X ,1,INE184S01024,Alstone Textiles (India) Limited
Symbiox Investment & Trading Company Ltd,SYMBIOX,539278,Equity,Active,X ,10,INE653R01012,Symbiox Investment & Trading Co. Ltd.
Ortin Global Ltd,ORTINGLOBE,539287,Equity,Active,T ,10,INE749B01020,ORTIN GLOBAL LIMITED
AVI Polymers Ltd,AVI,539288,Equity,Active,XT,10,INE897N01014,Avi Polymers Ltd.
Aurum PropTech Ltd,AURUM,539289,Equity,Active,B ,5,INE898S01029, Aurum PropTech Limited
Oswal Greentech Ltd,OSWALGREEN,539290,Equity,Active,B ,10,INE143A01010,Oswal Greentech Limited
Vasudhagama Enterprises Ltd,VASUDHAGAM,539291,Equity,Active,Z ,10,INE583K01016,Vasudhagama Enterprises Limited
Sunrakshakk Industries India Ltd,SUNRAKSHAK,539300,Equity,Active,X ,2,INE671K01027,SUNRAKSHAKK INDUSTRIES INDIA LIMITED
Arvind SmartSpaces Ltd,ARVSMART,539301,Equity,Active,B ,10,INE034S01021,Arvind SmartSpaces Limited
Power Mech Projects Ltd,POWERMECH,539302,Equity,Active,A ,10,INE211R01019,Power Mech Projects Limited
Rama Steel Tubes Ltd,RAMASTEEL,539309,Equity,Active,B ,1,INE230R01035,Rama Steel Tubes Limited
Thinkink Picturez Ltd,THINKINK,539310,Equity,Active,X ,1,INE365S01045,THINKINK PICTUREZ LIMITED
UTI BSE SENSEX ETF,SENSEXBETA,539312,Equity,Active,A ,10,INF789FB1X58,UTI Mutual Fund
UTI NIFTY 50 ETF,NIFTYBETA,539313,Equity,Active,B ,1,INF789F1AZC0,UTI Mutual Fund
Universal Autofoundry Ltd,UNIAUTO,539314,Equity,Active,B ,10,INE203T01012,Universal Autofoundry Limited
Veto Switchgears and Cables Ltd,VETO,539331,Equity,Active,B ,10,INE918N01018,VETO SWITCHGEARS AND CABLES LIMITED
Navkar Corporation Ltd,NAVKARCORP,539332,Equity,Active,B ,10,INE278M01019,Navkar Corporation Limited
Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,539334,Equity,Active,B ,10,INE712K01011,Shree Pushkar Chemicals & Fertilisers Limited
Callista Industries Ltd,CALLISTA,539335,Equity,Active,XT,10,INE714Q01014,Callista Industries Limited
Gujarat Gas Ltd,GUJGASLTD,539336,Equity,Active,A ,2,INE844O01030,Gujarat Gas Limited
Waaree Technologies Ltd,WAAREE,539337,Equity,Active,M ,10,INE725P01012,WAAREE TECHNOLOGIES LIMITED
Sadbhav Infrastructure Project Ltd,SADBHIN,539346,Equity,Active,B ,10,INE764L01010,Sadbhav Infrastructure Project Limited
P. B. Films Ltd,PBFL,539352,Equity,Active,MT,10,INE212Q01019,P. B. Films Limited
Sal Automotive Ltd,SALAUTO,539353,Equity,Active,X ,10,INE724G01014,SAL AUTOMOTIVE LIMITED
Polyspin Exports Ltd,POLYSPIN,539354,Equity,Active,X ,5,INE914G01029,POLYSPIN EXPORTS LIMITED
Pritika Auto Industries Ltd,PRITIKAUTO,539359,Equity,Active,B ,2,INE583R01029,Pritika Auto Industries Limited
Soni Medicare Ltd,SML,539378,Equity,Active,XT,10,INE848R01018,Soni Medicare Limited
Mahaveer Infoway Ltd,MAHAVEER,539383,Equity,Active,Z ,10,INE019D01016,Mahaveer Infoway Limited
Krishna Capital and Securities Ltd,KRISHNACAP,539384,Equity,Active,X ,10,INE897B01019,Krishna Capital And Securities Limited
Acme Resources Ltd,ACME,539391,Equity,Active,Z ,10,INE636B01011,Acme Resources Limited
Kabra Commercial Ltd,KCL,539393,Equity,Active,XT,10,INE926E01010,Kabra Commercial Limited
Vishal Bearings Ltd,VISHALBL,539398,Equity,Active,B ,10,INE060T01024,Vishal Bearings Limited
Bella Casa Fashion & Retail Ltd,BELLACASA,539399,Equity,Active,B ,10,INE344T01014,Bella Casa Fashion & Retail Limited
Mallcom (India) Ltd,MALLCOM,539400,Equity,Active,B ,10,INE389C01015,MALLCOM (INDIA) LTD.
Patdiam Jewellery Ltd,PJL,539401,Equity,Active,M ,10,INE473T01011,Patdiam Jewellery Limited
Naksh Precious Metals Ltd,NAKSH,539402,Equity,Active,B ,10,INE256S01012,Naksh Precious Metals Limited
Satin Creditcare Network Ltd,SATIN,539404,Equity,Active,B ,10,INE836B01017,SATIN CREDITCARE NETWORK LIMITED
Decorous Investment & Trading Co Ltd,DITCO,539405,Equity,Active,X ,10,INE183R01010,Decorous Investment and Trading Co. Ltd.
Swagtam Trading & Services Ltd,SWAGTAM,539406,Equity,Active,X ,10,INE150R01019,Swagtam Trading & Services Limited
Generic Engineering Construction and Projects Ltd,GENCON,539407,Equity,Active,B ,5,INE854S01022,Generic Engineering Construction and Projects Limited
Kuber Udyog Ltd,KUBERJI,539408,Equity,Active,X ,10,INE594R01018,Kuber Udyog Limited
Neeraj Paper Marketing Ltd,NEERAJ,539409,Equity,Active,X ,10,INE894J01019,NEERAJ PAPER MARKETING LIMITED
Tejnaksh Healthcare Ltd,TEJNAKSH,539428,Equity,Active,X ,5,INE030T01027,Tejnaksh Healthcare Limited
Brilliant Portfolios Ltd,BRIPORT,539434,Equity,Active,X ,10,INE661F01010,Brilliant Portfolios Ltd.
Richfield Financial Services Ltd,RFSL,539435,Equity,Active,X ,10,INE201C01012,Richfield Financial Services Ltd.
Coffee Day Enterprises Ltd,COFFEEDAY,539436,Equity,Active,B ,10,INE335K01011,Coffee Day Enterprises Limited
IDFC First Bank Ltd,IDFCFIRSTB,539437,Equity,Active,A ,10,INE092T01019,IDFC FIRST BANK LIMITED
InterGlobe Aviation Ltd,INDIGO,539448,Equity,Active,A ,10,INE646L01027,InterGlobe Aviation Limited
IGC Industries Ltd,IGCIL,539449,Equity,Active,X ,10,INE099S01016,IGC Industries Limited
S H Kelkar and Company Ltd,SHK,539450,Equity,Active,B ,10,INE500L01026,S H Kelkar and Company Limited
Aryavan Enterprise Ltd,ARYAVAN,539455,Equity,Active,X ,10,INE360S01012,ARYAVAN ENTERPRISE LIMITED
Typhoon Financial Services Ltd,TFSL,539468,Equity,Active,XT,10,INE761R01013,Typhoon Financial Services Limited
Panorama Studios International Ltd,PANORAMA,539469,Equity,Active,B ,2,INE258R01028,PANORAMA STUDIOS INTERNATIONAL LIMITED
Shree Ganesh Biotech (India) Ltd,SHREEGANES,539470,Equity,Active,X ,1,INE051N01026,Shree Ganesh Biotech (India) Limited
GTV Engineering Ltd,GTV,539479,Equity,Active,X ,2,INE910R01024,GTV Engineering Limited
LIC MF EXCHANGE TRADED FUND- NIFTY 50,LICNETFN50,539480,Equity,Active,B ,10,INF767K01OS7,LIC Mutual Fund
Geetanjali Credit and Capital Ltd,GEETANJ,539486,Equity,Active,XT,10,INE263R01010,Geetanjali Credit And Capital Limited
LIC MF EXCHANGE TRADED FUND- SENSEX,LICNETFSEN,539487,Equity,Active,A ,10,INF767K01OT5,LIC Mutual Fund
Tirupati Finlease Ltd,TFLL,539488,Equity,Active,XT,10,INE027S01017,Tirupati Fin-Lease Ltd.
Garbi Finvest Ltd,GARBIFIN,539492,Equity,Active,X ,10,INE721C01019,Garbi Finvest Limited
Smart Finsec Ltd,SMARTFIN,539494,Equity,Active,X ,1,INE766D01020,Smart Finsec Limited
Rajkot Investment Trust Ltd,RAJKOTINV,539495,Equity,Active,XT,10,INE176R01014,Rajkot Investment Trust Limited
Adcon Capital Services Ltd,ADCON,539506,Equity,Active,X ,1,INE805Q01028,Adcon Capital Services Limited
Quint Digital Ltd,QUINT,539515,Equity,Active,X ,10,INE641R01017,Quint Digital Limited
HDFC NIFTY 50 ETF,HDFCNIFTY,539516,Equity,Active,B ,76.13,INF179KC1965,HDFC Mutual Fund
HDFC BSE SENSEX ETF,HDFCSENSEX,539517,Equity,Active,A ,25.04,INF179KC1HX2,HDFC Mutual Fund
Uday Jewellery Industries Ltd,UDAYJEW,539518,Equity,Active,X ,10,INE551B01012,Uday Jewellery Industries Limited.
Sattva Sukun Lifecare Ltd,SATTVASUKU,539519,Equity,Active,X ,1,INE280E01038,SATTVA SUKUN LIFECARE LIMITED
Navigant Corporate Advisors Ltd,NAVIGANT,539521,Equity,Active,MT,10,INE364T01012,Navigant Corporate Advisors Limited
Grovy India Ltd,GROVY,539522,Equity,Active,X ,10,INE343C01012,Grovy India Limited
Alkem Laboratories Ltd,ALKEM,539523,Equity,Active,A ,2,INE540L01014,Alkem Laboratories Limited
Dr. Lal PathLabs Ltd,LALPATHLAB,539524,Equity,Active,A ,10,INE600L01024,Dr. Lal Pathlabs Limited
Suncare Traders Ltd,SCTL,539526,Equity,Active,X ,2,INE452S01025,Suncare Traders Limited
Creative Castings Ltd,CREATIVE,539527,Equity,Active,X ,10,INE146E01015,Creative Castings Limited
Aayush Wellness Ltd,AAYUSH,539528,Equity,Active,XT,1,INE430R01023,AAYUSH WELLNESS LIMITED
Elitecon International Ltd,ELITECON,539533,Equity,Active,B ,1,INE669R01026,ELITECON INTERNATIONAL LIMITED
Lux Industries Ltd,LUXIND,539542,Equity,Active,B ,2,INE150G01020,LUX Industries Limited
Valley Magnesite Company Ltd,VALLEY,539543,Equity,Active,X ,10,INE834E01016,Valley Magnesite Company Limited
Abhishek Infraventures Ltd,ABHIINFRA,539544,Equity,Active,XT,10,INE281P01016,Abhishek Infraventures Limited
Apoorva Leasing Finance and Investment Company Ltd,APOORVA,539545,Equity,Active,X ,10,INE217S01014,Apoorva Leasing Finance & Investment Company Limited
Agribio Spirits Ltd,AGRIBIO,539546,Equity,Active,X ,10,INE679E01015,AGRIBIO SPIRITS LIMITED
Narayana Hrudayalaya Ltd,NH,539551,Equity,Active,A ,10,INE410P01011,Narayana Hrudayalaya Limited
F Mec International Financial Services Ltd,FMEC,539552,Equity,Active,X ,10,INE108T01013,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED
Deep Health AI India Ltd,DEEPAI,539559,Equity,Active,X ,1,INE005G01026,Deep Health AI India Limited
Abhijit Trading Company Ltd,ABHIJIT,539560,Equity,Active,XT,10,INE994N01019,Abhijit Trading Co. Ltd.
Supha Pharmachem Ltd,SUPHA,539561,Equity,Active,XT,1,INE549S01036,SUPHA PHARMACHEM LIMITED
Aarnav Fashions Ltd,AARNAV,539562,Equity,Active,B ,10,INE750R01016,AARNAV FASHIONS LIMITED
Sunshine Capital Ltd,SCL,539574,Equity,Active,X ,1,INE974F01025,Sunshine Capital Ltd.
Sharanam Infraproject and Trading Ltd,SIPTL,539584,Equity,Active,Z ,1,INE104S01022,SHARANAM INFRAPROJECT AND TRADING LIMITED
Shivansh Finserve Ltd,SHIVA,539593,Equity,Active,X ,10,INE728Q01014,Shivansh Finserv Limited
Mishtann Foods Ltd,MISHTANN,539594,Equity,Active,X ,1,INE094S01041,Mishtann Foods Limited
Delta Industrial Resources Ltd,DELTA,539596,Equity,Active,X ,10,INE681Q01015,Delta Industrial Resources Limited
Credent Global Finance Ltd,CGFL,539598,Equity,Active,X ,2,INE727C01024,CREDENT GLOBAL FINANCE LIMITED
Kotia Enterprises Ltd,KEL,539599,Equity,Active,XT,10,INE079C01012,Kotia Enterprises Limited
Blue Cloud Softech Solutions Ltd,BLUECLOUDS,539607,Equity,Active,B ,1,INE373T01047,Blue Cloud Softech Solutions Limited
Kanoria Energy & Infrastructure Ltd,KEIL,539620,Equity,Active,X ,5,INE534E01020,KANORIA ENERGY AND INFRASTRUCTURE LIMITED
BCL Enterprises Ltd,BCLENTERPR,539621,Equity,Active,X ,1,INE368E01023,BCL Enterprises Limited
Precision Camshafts Ltd,PRECAM,539636,Equity,Active,B ,10,INE484I01029,Precision Camshafts Limited
TeamLease Services Ltd,TEAMLEASE,539658,Equity,Active,B ,10,INE985S01024,TeamLease Services Limited
Vikram Kamats Hospitality Ltd,KAMATS,539659,Equity,Active,B ,10,INE564S01019,VIKRAM KAMATS HOSPITALITY LIMITED
Best Agrolife Ltd,BESTAGRO,539660,Equity,Active,T ,1,INE052T01021,BEST AGROLIFE LIMITED
Ace Men Engg Works Ltd,ACEMEN,539661,Equity,Active,X ,10,INE023R01018,ACE MEN ENGG WORKS LIMITED
BFL Asset Finvest Ltd,BFLAFL,539662,Equity,Active,X ,10,INE948Q01018,BFL Asset Finvest Limited
RGF Capital Markets Ltd,RGF,539669,Equity,Active,XT,1,INE684D01025,RGF Capital Markets Limited
Radhagobind Commercial Ltd,RCL,539673,Equity,Active,Z ,1,INE792P01020,Radhagobind Commercial Limited
Quick Heal Technologies Ltd,QUICKHEAL,539678,Equity,Active,B ,10,INE306L01010,Quick Heal Technologies Limited
Kapil Raj Finance Ltd,KAPILRAJ,539679,Equity,Active,X ,1,INE332Q01023,Kapil Raj Finance Ltd.
Ganga Pharmaceuticals Ltd,GANGAPHARM,539680,Equity,Active,M ,10,INE615T01017,Ganga Pharmaceuticals Limited
Dynamic Archistructures Ltd,DAL,539681,Equity,Active,X ,10,INE874E01012,dynamic Archistructures Limited
Mobavenue AI Tech Ltd,MOBAVENUE,539682,Equity,Active,T ,10,INE622Q01019,Mobavenue AI Tech Limited
Shivkamal Impex Ltd,SHIVKAMAL,539683,Equity,Active,XT,10,INE429R01017,Shivkamal Impex Limited
K.P. Energy Ltd,KPEL,539686,Equity,Active,B ,5,INE127T01021,K.P. Energy Limited
Real Growth Corporation Ltd,RGCORP,539691,Equity,Active,XT,10,INE836D01013,REAL GROWTH CORPORATION LIMITED
Interactive Financial Services Ltd,IFINSER,539692,Equity,Active,X ,10,INE064T01018,INTERACTIVE FINANCIAL SERVICES LIMITED
Hiliks Technologies Ltd,HILIKS,539697,Equity,Active,X ,10,INE966Q01010,HILIKS TECHNOLOGIES LIMITED
Hypersoft Technologies Ltd,HYPERSOFT,539724,Equity,Active,XT,10,INE039D01014,HYPERSOFT TECHNOLOGIES LIMITED
Gokul Agro Resources Ltd,GOKULAGRO,539725,Equity,Active,B ,1,INE314T01033,Gokul Agro Resources Ltd
Fredun Pharmaceuticals Ltd,FREDUN,539730,Equity,Active,X ,10,INE194R01017,Fredun Pharmaceuticals Limited
Simbhaoli Sugars Ltd,SIMBHALS,539742,Equity,Active,Z ,10,INE748T01016,Simbhaoli Sugars Ltd
Relicab Cable Manufacturing Ltd,RELICAB,539760,Equity,Active,B ,10,INE773T01014,Relicab Cable Manufacturing Limited
Vantage Knowledge Academy Ltd,VKAL,539761,Equity,Active,X ,1,INE427T01025,Vantage Knowledge Academy Limited
Modern Engineering And Projects Ltd,MEAPL,539762,Equity,Active,X ,10,INE250S01015,MODERN ENGINEERING AND PROJECTS LIMITED
Mega Nirman and Industries Ltd,MNIL,539767,Equity,Active,X ,10,INE216Q01010,Mega Nirman & Industries Limited
Darjeeling Industriies Ltd,DARJEELING,539770,Equity,Active,XT,10,INE830S01014,DARJEELING INDUSTRIIES LIMITED
Advik Capital Ltd,ADVIKCA,539773,Equity,Active,X ,1,INE178T01024,Advik Capital Limited
LIC MF Exchange Traded Fund- NIFTY 100,LICNFNHGP,539784,Equity,Active,B ,10,INF767K01PC8,LIC Mutual Fund
Pudumjee Paper Products Ltd,PDMJEPAPER,539785,Equity,Active,B ,1,INE865T01018,Pudumjee Paper Products Limited
HealthCare Global Enterprises Ltd,HCG,539787,Equity,Active,A ,10,INE075I01017,HealthCare Global Enterprises Limited
Khemani Distributors & Marketing Ltd,KDML,539788,Equity,Active,MT,5,INE030U01025,Khemani Distributors & Marketing Limited
Umiya Tubes Ltd,UMIYA,539798,Equity,Active,X ,10,INE173U01015,Umiya Tubes Limited
Bharat Wire Ropes Ltd,BHARATWIRE,539799,Equity,Active,B ,10,INE316L01019,Bharat Wire Ropes Limited
CHD Chemicals Ltd,CHDCHEM,539800,Equity,Active,X ,10,INE043U01010,CHD Chemicals Limited
AvenuesAI Ltd,CCAVENUE,539807,Equity,Active,A ,1,INE483S01020,AvenuesAI Limited
LE Lavoir Ltd,LELAVOIR,539814,Equity,Active,X ,10,INE204S01012,LE LAVOIR LIMITED
Mudra Financial Services Ltd,MUDRA,539819,Equity,Active,X ,10,INE967S01014,Mudra Financial Services Ltd.
Balgopal Commercial Ltd,BALGOPAL,539834,Equity,Active,X ,10,INE119R01014,Balgopal Commercial limited
